model,condition,accuracy,mean_confidence,brier_score,log_score,overconfidence,n_valid,trial
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,549
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,550
mistralai/Mistral-7B-Instruct-v0.2,C2,0.8,1.0,0.2,1.3823514560632941,0.19999999999999996,10,551
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,552
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,553
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,554
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,555
mistralai/Mistral-7B-Instruct-v0.2,C2,0.4,1.0,0.6,4.145053367522715,0.6,10,556
mistralai/Mistral-7B-Instruct-v0.2,C2,0.3,1.0,0.7,4.83572884538757,0.7,10,557
mistralai/Mistral-7B-Instruct-v0.2,C2,0.4,0.9,0.5,3.4543778896578594,0.5,10,558
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,559
mistralai/Mistral-7B-Instruct-v0.2,C2,0.4,0.9099999999999999,0.501,3.464813891190284,0.5099999999999999,10,560
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,0.9,0.6,4.145053367522715,0.4,10,561
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,562
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,563
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,564
mistralai/Mistral-7B-Instruct-v0.2,C2,0.4,1.0,0.6,4.145053367522715,0.6,10,565
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,566
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,567
mistralai/Mistral-7B-Instruct-v0.2,C2,0.1,1.0,0.9,6.217079801117281,0.9,10,568
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,569
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,570
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,571
mistralai/Mistral-7B-Instruct-v0.2,C2,0.7,0.9099999999999999,0.20099999999999998,1.3927874575957184,0.20999999999999996,10,572
mistralai/Mistral-7B-Instruct-v0.2,C2,0.7,0.9,0.2,1.3823514560632941,0.20000000000000007,10,573
mistralai/Mistral-7B-Instruct-v0.2,C2,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,574
mistralai/Mistral-7B-Instruct-v0.2,C2,0.4,1.0,0.6,4.145053367522715,0.6,10,575
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,576
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,577
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,578
mistralai/Mistral-7B-Instruct-v0.2,C2,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,579
mistralai/Mistral-7B-Instruct-v0.2,C2,0.1,1.0,0.9,6.217079801117281,0.9,10,580
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,581
mistralai/Mistral-7B-Instruct-v0.2,C2,0.3,1.0,0.7,4.83572884538757,0.7,10,582
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,0.9,0.3,2.073026933928149,0.30000000000000004,10,583
mistralai/Mistral-7B-Instruct-v0.2,C2,0.3,1.0,0.7,4.83572884538757,0.7,10,584
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,585
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,586
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,587
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,588
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,589
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,590
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,591
mistralai/Mistral-7B-Instruct-v0.2,C2,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,592
mistralai/Mistral-7B-Instruct-v0.2,C2,0.2,1.0,0.8,5.526404323252425,0.8,10,593
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,0.9,0.4,2.7637024117930045,0.4,10,594
mistralai/Mistral-7B-Instruct-v0.2,C2,0.4,1.0,0.6,4.145053367522715,0.6,10,595
mistralai/Mistral-7B-Instruct-v0.2,C2,0.3,1.0,0.7,4.83572884538757,0.7,10,596
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,597
mistralai/Mistral-7B-Instruct-v0.2,C2,0.5,1.0,0.5,3.4543778896578594,0.5,10,598
mistralai/Mistral-7B-Instruct-v0.2,C2,0.6,1.0,0.4,2.7637024117930045,0.4,10,599
mistralai/Mistral-7B-Instruct-v0.2,C2,0.2,1.0,0.8,5.526404323252425,0.8,10,600
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,701
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,702
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,703
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,704
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,705
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,706
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,707
mistralai/Mistral-7B-Instruct-v0.2,C3,0.2,1.0,0.8,5.526404323252425,0.8,10,708
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,709
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,710
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,711
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,712
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,0.9,0.2,1.3823514560632941,0.20000000000000007,10,713
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,714
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,715
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,716
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,717
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,718
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,719
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,720
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,721
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,722
mistralai/Mistral-7B-Instruct-v0.2,C3,0.8,1.0,0.2,1.3823514560632941,0.19999999999999996,10,723
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,724
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,725
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,726
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,727
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,728
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,729
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,730
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,731
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,732
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,733
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,734
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,735
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,736
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,737
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,738
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,739
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,740
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,741
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,742
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,743
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,744
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,745
mistralai/Mistral-7B-Instruct-v0.2,C3,0.8,1.0,0.2,1.3823514560632941,0.19999999999999996,10,746
mistralai/Mistral-7B-Instruct-v0.2,C3,0.2,1.0,0.8,5.526404323252425,0.8,10,747
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,748
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,749
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,750
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,751
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,752
mistralai/Mistral-7B-Instruct-v0.2,C3,0.8,0.9,0.1,0.6916759781984387,0.09999999999999998,10,753
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,754
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,755
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,756
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,757
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,758
mistralai/Mistral-7B-Instruct-v0.2,C3,0.8,1.0,0.2,1.3823514560632941,0.19999999999999996,10,759
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,760
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,761
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,762
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,763
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,764
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,765
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,766
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,767
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,768
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,769
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,770
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,771
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,772
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,773
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,774
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,775
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,776
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,777
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,778
mistralai/Mistral-7B-Instruct-v0.2,C3,0.1,1.0,0.9,6.217079801117281,0.9,10,779
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,780
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,781
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,782
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,783
mistralai/Mistral-7B-Instruct-v0.2,C3,0.2,1.0,0.8,5.526404323252425,0.8,10,784
mistralai/Mistral-7B-Instruct-v0.2,C3,0.2,1.0,0.8,5.526404323252425,0.8,10,785
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,786
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,787
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,788
mistralai/Mistral-7B-Instruct-v0.2,C3,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,789
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,790
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,791
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,792
mistralai/Mistral-7B-Instruct-v0.2,C3,0.3,1.0,0.7,4.83572884538757,0.7,10,793
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,794
mistralai/Mistral-7B-Instruct-v0.2,C3,0.4,1.0,0.6,4.145053367522715,0.6,10,795
mistralai/Mistral-7B-Instruct-v0.2,C3,0.8,0.9,0.1,0.6916759781984387,0.09999999999999998,10,796
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,797
mistralai/Mistral-7B-Instruct-v0.2,C3,0.5,1.0,0.5,3.4543778896578594,0.5,10,798
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,799
mistralai/Mistral-7B-Instruct-v0.2,C3,0.6,1.0,0.4,2.7637024117930045,0.4,10,800
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,901
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,902
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,903
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,904
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,905
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,906
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,907
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,908
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,909
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,910
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,911
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,912
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,913
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,914
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,915
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,916
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,917
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,918
mistralai/Mistral-7B-Instruct-v0.2,C4,0.8,1.0,0.2,1.3823514560632941,0.19999999999999996,10,919
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,920
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,921
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,922
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,923
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,924
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,925
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,926
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,927
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,928
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,929
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,930
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,931
mistralai/Mistral-7B-Instruct-v0.2,C4,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,932
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,933
mistralai/Mistral-7B-Instruct-v0.2,C4,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,934
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,935
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,936
mistralai/Mistral-7B-Instruct-v0.2,C4,0.0,1.0,1.0,6.907755278982135,1.0,10,937
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,938
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,939
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,940
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,941
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,942
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,943
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,944
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,945
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,946
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,947
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,948
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,949
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,950
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,951
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,952
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,953
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,954
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,955
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,956
mistralai/Mistral-7B-Instruct-v0.2,C4,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,957
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,958
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,959
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,960
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,961
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,962
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,963
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,964
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,965
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,966
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,967
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,968
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,969
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,970
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,971
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,972
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,973
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,974
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,975
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,976
mistralai/Mistral-7B-Instruct-v0.2,C4,0.0,1.0,1.0,6.907755278982135,1.0,10,977
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,978
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,979
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,980
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,981
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,982
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,983
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,984
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,985
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,986
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,987
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,988
mistralai/Mistral-7B-Instruct-v0.2,C4,0.5,1.0,0.5,3.4543778896578594,0.5,10,989
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,990
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,991
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,992
mistralai/Mistral-7B-Instruct-v0.2,C4,0.6,1.0,0.4,2.7637024117930045,0.4,10,993
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,994
mistralai/Mistral-7B-Instruct-v0.2,C4,0.3,1.0,0.7,4.83572884538757,0.7,10,995
mistralai/Mistral-7B-Instruct-v0.2,C4,0.7,1.0,0.3,2.073026933928149,0.30000000000000004,10,996
mistralai/Mistral-7B-Instruct-v0.2,C4,0.2,1.0,0.8,5.526404323252425,0.8,10,997
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,998
mistralai/Mistral-7B-Instruct-v0.2,C4,0.4,1.0,0.6,4.145053367522715,0.6,10,999
mistralai/Mistral-7B-Instruct-v0.2,C4,0.1,1.0,0.9,6.217079801117281,0.9,10,1000
mistralai/Mistral-7B-Instruct-v0.2,C5,0.3,1.0,0.7,4.83572884538757,0.7,10,1101
